host_ts,device_ts_s,tof_mm,ax,ay,az,gx,gy,gz
2026-03-23T20:53:00.669479,156.195,80.00,-0.2279,-0.1213,-1.5789,-5.4321,-17.0288,-2.1362
2026-03-23T20:53:00.769250,156.295,94.00,-0.2161,-0.0151,-1.1512,-7.8125,-42.2363,5.6152
2026-03-23T20:53:00.869352,156.395,155.00,-0.0294,-0.0566,-0.8964,-6.8970,-43.0908,6.7139
2026-03-23T20:53:00.969311,156.495,225.00,0.1888,0.0667,-0.6250,-2.9907,-29.1748,-3.4180
2026-03-23T20:53:01.069168,156.595,280.00,-0.0756,-0.1798,-0.1173,-0.6714,15.5640,2.6855
2026-03-23T20:53:01.169008,156.695,262.00,0.0598,0.0312,-0.9685,0.7935,54.8706,-2.0752
2026-03-23T20:53:01.269411,156.795,204.00,-0.1261,0.0195,-1.0402,6.4697,55.4199,-2.6855
2026-03-23T20:53:01.369388,156.895,149.00,-0.2205,-0.1830,-0.9895,-1.5259,47.9736,-4.2114
2026-03-23T20:53:01.469083,156.995,104.00,-0.4338,0.1146,-1.4298,3.1738,13.3667,-5.1270
2026-03-23T20:53:01.569110,157.095,91.00,-0.1934,0.0204,-1.2941,1.0986,-29.9072,-1.4648
2026-03-23T20:53:01.669677,157.195,126.00,-0.3151,-0.0419,-1.1127,-17.3950,-48.9502,8.7280
2026-03-23T20:53:01.769458,157.295,191.00,-0.1573,-0.0206,-0.8566,-7.7515,-39.2456,11.7798
2026-03-23T20:53:01.869135,157.395,245.00,0.0392,-0.0190,-0.9160,-14.5874,-34.1187,4.0894
2026-03-23T20:53:01.969469,157.495,290.00,-0.0980,-0.1366,0.0707,-10.3760,12.1460,-0.4272
2026-03-23T20:53:02.069285,157.595,267.00,-0.0284,0.1113,-0.9734,13.5498,48.2788,-1.8311
2026-03-23T20:53:02.169131,157.695,202.00,-0.2410,0.0310,-1.0485,11.5967,16.5405,-4.0283
2026-03-23T20:53:02.269759,157.795,142.00,-0.2471,-0.0792,-1.0985,-19.1040,22.0337,-2.1973
2026-03-23T20:53:02.369527,157.895,100.00,-0.2075,0.0350,-1.6267,-6.6528,-5.3711,-3.2959
2026-03-23T20:53:02.469453,157.995,104.00,-0.3295,0.0277,-1.3381,-9.0942,-42.3584,6.2866
2026-03-23T20:53:02.569160,158.095,158.00,-0.2217,0.0288,-0.9352,3.9062,-26.9775,7.3853
2026-03-23T20:53:02.669431,158.195,218.00,0.0853,-0.1722,-0.8757,-18.4326,-27.7100,15.6250
2026-03-23T20:53:02.769279,158.295,277.00,-0.1587,0.1201,0.0013,-0.5493,-8.6670,-8.4839
2026-03-23T20:53:02.869424,158.395,270.00,-0.0505,-0.0154,-0.7836,4.0283,34.7290,-6.1646
2026-03-23T20:53:02.969173,158.495,206.00,-0.1235,0.0200,-1.0825,1.4648,39.3677,2.1362
2026-03-23T20:53:03.069013,158.595,148.00,-0.1069,0.1050,-1.0826,20.3247,38.6353,-15.3809
2026-03-23T20:53:03.169470,158.695,107.00,-0.3037,0.0370,-1.4028,-2.9907,4.3335,-7.3242
2026-03-23T20:53:03.269530,158.795,82.00,-0.1829,-0.1469,-1.4802,-7.7515,-41.4429,5.9204
2026-03-23T20:53:03.369178,158.895,127.00,-0.2750,0.0083,-1.1196,-5.4321,-47.9126,11.0474
2026-03-23T20:53:03.469287,158.995,194.00,0.0273,-0.0969,-0.9032,-7.5684,-41.9311,9.8267
2026-03-23T20:53:03.569170,159.095,258.00,-0.0465,0.0406,-0.1519,-9.5215,-1.3428,-13.5498
2026-03-23T20:53:03.668836,159.195,271.00,0.0178,-0.0820,-0.4832,6.5308,21.2402,0.1221
2026-03-23T20:53:03.769408,159.295,215.00,-0.0438,-0.0251,-1.0015,11.5356,44.9829,-2.4414
2026-03-23T20:53:03.869279,159.395,159.00,-0.1754,-0.1407,-1.1047,-0.3662,33.0200,-6.4087
2026-03-23T20:53:03.969290,159.495,102.00,-0.2389,-0.0277,-1.4377,6.8970,10.9253,-9.2163
2026-03-23T20:53:04.069290,159.595,88.00,-0.1831,-0.0125,-1.4768,-7.0190,-15.8691,2.8076
2026-03-23T20:53:04.169213,159.695,128.00,-0.2418,-0.0009,-1.1525,-4.7607,-43.3350,10.4370
2026-03-23T20:53:04.269257,159.795,195.00,-0.0526,-0.0227,-0.8136,1.8311,-37.3535,14.4653
2026-03-23T20:53:04.369059,159.895,250.00,0.1096,-0.0483,-0.6300,-7.3242,-18.7378,8.2397
2026-03-23T20:53:04.469526,159.995,281.00,0.0309,-0.0692,-0.1300,5.1270,8.8501,0.5493
2026-03-23T20:53:04.569164,160.095,236.00,-0.0116,-0.0552,-0.9053,0.8545,44.1284,-7.4463
2026-03-23T20:53:04.669400,160.195,168.00,-0.1556,-0.0349,-1.1497,-0.4272,40.7715,-4.8218
2026-03-23T20:53:04.769145,160.295,115.00,-0.2784,0.1544,-1.1971,6.7749,26.9775,-13.2446
2026-03-23T20:53:04.869401,160.395,87.00,-0.2576,0.0469,-1.5944,-0.3662,-4.2114,-7.3242
2026-03-23T20:53:04.969216,160.495,103.00,-0.2350,-0.1136,-1.2871,-10.8032,-44.1284,9.5215
2026-03-23T20:53:05.069103,160.595,167.00,-0.1124,-0.0438,-0.9957,-3.2349,-41.0156,15.0146
2026-03-23T20:53:05.169783,160.695,231.00,0.0819,-0.0051,-0.8215,1.7700,-35.4614,-0.0610
2026-03-23T20:53:05.269078,160.795,275.00,-0.0468,0.0757,-0.1720,8.8501,10.5591,-4.8828
2026-03-23T20:53:05.369672,160.895,248.00,-0.0211,0.0052,-0.8265,14.2212,32.4707,-6.5918
2026-03-23T20:53:05.469249,160.995,189.00,-0.2379,-0.0352,-1.1039,7.5684,54.8096,-0.3662
2026-03-23T20:53:05.569093,161.095,141.00,-0.3279,0.1396,-1.2156,6.5308,38.3301,-6.5918
2026-03-23T20:53:05.669732,161.195,101.00,-0.3673,0.1053,-1.2295,-1.4038,-1.0376,-7.7515
2026-03-23T20:53:05.769383,161.295,91.00,-0.2509,0.0278,-1.4442,-3.2959,-13.4888,-4.8218
2026-03-23T20:53:05.970326,161.495,187.00,-0.1761,-0.0852,-0.9279,-2.8076,-45.1050,10.9253
2026-03-23T20:53:06.171244,161.695,255.00,-0.1008,0.0645,0.0327,13.4888,35.4004,-2.3193
2026-03-23T20:53:06.269200,161.795,289.00,-0.0375,0.0846,-0.8407,11.4746,27.8320,-3.0518
2026-03-23T20:53:06.369243,161.895,241.00,-0.1173,0.1040,-1.1226,16.9678,47.7295,-8.4839
2026-03-23T20:53:06.469135,161.995,179.00,-0.2032,0.0164,-1.0847,-10.8032,30.5176,-4.5776
2026-03-23T20:53:06.569466,162.095,131.00,-0.2798,0.0282,-1.3635,-2.6245,4.4556,-4.4556
2026-03-23T20:53:06.669397,162.195,100.00,-0.2172,0.0071,-1.3723,-4.6387,-25.9399,-1.4648
2026-03-23T20:53:06.769284,162.295,102.00,-0.2111,-0.0426,-1.1913,-0.8545,-47.7905,8.1787
2026-03-23T20:53:06.869193,162.395,142.00,-0.0535,-0.0396,-0.8899,8.3008,-33.3862,7.7515
2026-03-23T20:53:06.969146,162.495,210.00,0.0944,-0.0286,-0.7529,-4.0283,-19.1040,5.6763
2026-03-23T20:53:07.069313,162.595,269.00,-0.0027,-0.0876,-0.0356,0.4272,23.3154,0.9155
2026-03-23T20:53:07.169147,162.695,287.00,0.0160,-0.0068,-0.9064,6.2256,44.1284,-4.3335
2026-03-23T20:53:07.269562,162.795,231.00,-0.1959,0.0337,-1.1571,-0.4883,29.7852,5.6763
2026-03-23T20:53:07.369218,162.895,159.00,-0.2557,0.1019,-1.2452,11.7798,21.5454,-6.4697
2026-03-23T20:53:07.469267,162.995,111.00,-0.2847,0.0261,-1.5187,-2.4414,-7.0801,1.0986
2026-03-23T20:53:07.569291,163.095,90.00,-0.2404,-0.0627,-1.3470,-9.0332,-26.1230,12.0239
2026-03-23T20:53:07.669089,163.195,114.00,-0.0448,0.0225,-0.9945,0.8545,-51.2085,20.3857
2026-03-23T20:53:07.769362,163.295,180.00,0.0411,-0.0901,-0.8679,-3.5400,-36.3159,9.2773
2026-03-23T20:53:07.869191,163.395,245.00,-0.1208,0.2670,-0.0402,12.7563,16.2964,-3.4180
2026-03-23T20:53:07.969034,163.495,284.00,0.0245,-0.0953,-0.7097,1.7700,26.4893,-3.2959
2026-03-23T20:53:08.069501,163.595,243.00,0.0021,-0.1604,-0.9993,-7.4463,44.1894,-5.9814
2026-03-23T20:53:08.169166,163.695,174.00,-0.1002,0.1971,-1.1002,19.6533,31.9214,-15.4419
2026-03-23T20:53:08.269204,163.795,116.00,-0.2677,0.1740,-1.2432,-6.1646,11.9629,-7.0190
2026-03-23T20:53:08.369181,163.895,71.00,-0.1819,0.0208,-1.5889,0.2441,-22.5830,7.8125
2026-03-23T20:53:08.469136,163.995,69.00,-0.1931,0.0056,-1.2175,1.7090,-50.6592,4.2725
2026-03-23T20:53:08.569437,164.095,126.00,-0.0848,-0.0664,-0.8911,0.7935,-31.5552,9.1553
2026-03-23T20:53:08.669281,164.195,193.00,0.0597,-0.1014,-0.8956,-8.2397,-28.0762,0.4883
2026-03-23T20:53:08.768835,164.295,261.00,0.0090,0.2715,0.0044,5.4932,0.1831,2.9297
2026-03-23T20:53:08.869413,164.395,291.00,0.0824,-0.0389,-0.7886,1.3428,17.8833,-1.4038
2026-03-23T20:53:08.969332,164.495,244.00,-0.0242,-0.0516,-1.0374,0.3662,41.0767,-8.2397
2026-03-23T20:53:09.069260,164.595,177.00,-0.1719,-0.2798,-1.0848,-12.7563,33.8745,-13.2446
2026-03-23T20:53:09.169277,164.695,120.00,-0.2715,-0.3965,-1.3561,-10.1929,16.0522,-11.6577
2026-03-23T20:53:09.269173,164.795,83.00,-0.0750,0.0364,-1.5330,4.7607,-19.8975,-1.3428
2026-03-23T20:53:09.369221,164.895,91.00,-0.1377,-0.0184,-1.1620,-3.3569,-54.0771,1.5259
2026-03-23T20:53:09.469256,164.995,143.00,-0.0790,-0.0413,-0.8497,-9.1553,-37.4756,3.1738
2026-03-23T20:53:09.569099,165.095,208.00,0.0366,-0.0596,-0.9562,-4.3335,-32.7148,-0.9155
2026-03-23T20:53:09.669261,165.195,265.00,-0.1530,-0.0300,0.0571,9.6436,25.3906,-1.8921
2026-03-23T20:53:09.769197,165.295,280.00,0.1094,-0.0466,-0.9324,-0.9766,40.5273,-1.0376
2026-03-23T20:53:09.869254,165.395,221.00,0.0413,-0.1096,-1.0172,-0.7324,37.1704,-2.9907
2026-03-23T20:53:09.968959,165.495,162.00,-0.1473,0.0408,-1.1525,4.3335,34.5459,0.3052
2026-03-23T20:53:10.069086,165.595,109.00,-0.1395,0.0757,-1.2700,3.9673,13.0615,0.6714
2026-03-23T20:53:10.169129,165.695,73.00,-0.1506,-0.0427,-1.5088,-3.1128,-15.7471,0.6714
2026-03-23T20:53:10.269500,165.795,83.00,-0.1521,-0.1005,-1.1370,-13.6108,-44.0674,7.2021
2026-03-23T20:53:10.369131,165.895,132.00,0.0354,-0.1500,-0.8218,-9.6436,-32.4707,7.6294
2026-03-23T20:53:10.469407,165.995,194.00,0.0712,-0.0203,-1.0543,-3.7842,-39.0015,10.6201
2026-03-23T20:53:10.568957,166.095,240.00,0.1500,-0.0121,-0.8452,2.6855,-40.9546,3.1738
2026-03-23T20:53:10.669329,166.195,295.00,0.0923,0.0123,-0.7754,6.5918,-41.8701,-0.5493
2026-03-23T20:53:10.769128,166.295,333.00,0.2433,-0.0038,-1.0500,-1.0376,-28.6255,4.9438
2026-03-23T20:53:10.869470,166.395,361.00,0.1389,-0.1339,-0.9027,2.6245,-17.9443,4.0283
2026-03-23T20:53:10.969073,166.495,387.00,0.2819,-0.1016,-0.9331,8.5449,14.6484,4.1504
2026-03-23T20:53:11.069323,166.595,396.00,0.2573,-0.0015,-0.9445,7.8125,21.5454,11.6577
2026-03-23T20:53:11.168942,166.695,393.00,0.2161,-0.1299,-0.9968,3.6011,26.4282,8.4229
2026-03-23T20:53:11.269302,166.795,393.00,0.1625,-0.0109,-0.9161,10.5591,25.9399,12.8174
2026-03-23T20:53:11.368863,166.895,392.00,0.2512,0.0406,-0.9294,4.8828,21.4844,2.9907
2026-03-23T20:53:11.469203,166.995,390.00,0.2090,0.0879,-1.0057,8.0566,-9.8267,8.1177
2026-03-23T20:53:11.569138,167.095,392.00,0.2701,-0.0865,-0.9645,5.7983,-22.2168,-2.4414
2026-03-23T20:53:11.669218,167.195,388.00,0.1537,0.0527,-1.3344,2.5635,0.0610,-17.0288
2026-03-23T20:53:11.769355,167.295,383.00,0.1118,-0.0555,-0.8561,-1.1597,-10.2539,-20.4468
2026-03-23T20:53:11.868765,167.395,387.00,0.1897,0.1134,-1.0140,4.2114,10.4980,-7.2632
2026-03-23T20:53:11.969062,167.495,390.00,0.1669,0.0341,-0.9152,-3.1738,-0.6714,-1.2207
2026-03-23T20:53:12.068841,167.595,387.00,0.1774,0.0127,-0.9469,14.4653,-5.6152,-9.1553
2026-03-23T20:53:12.169022,167.695,385.00,0.1814,0.0608,-0.9753,21.7895,2.1362,-14.3433
2026-03-23T20:53:12.269112,167.795,383.00,0.1945,0.0262,-0.9739,16.1133,6.4087,-25.5737
2026-03-23T20:53:12.369652,167.895,375.00,0.1786,0.0341,-1.0356,15.8081,3.7231,-2.8076
